a,p,q,f,l,T,m,M,price,qty,trade_size_usd,symbol
708057030,0.08642,1395.0,1564617623,1564617623,2026-06-12 03:32:55.323,True,True,0.08642,1395.0,120.5559,DOGEUSDT
708057031,0.08642,69.0,1564617624,1564617624,2026-06-12 03:32:58.148,True,True,0.08642,69.0,5.96298,DOGEUSDT
708057032,0.08642,5989.0,1564617625,1564617636,2026-06-12 03:33:01.013,True,True,0.08642,5989.0,517.56938,DOGEUSDT
708057033,0.08641,7860.0,1564617637,1564617648,2026-06-12 03:33:03.437,True,True,0.08641,7860.0,679.1826,DOGEUSDT
708057034,0.08641,6260.0,1564617649,1564617659,2026-06-12 03:33:08.714,False,True,0.08641,6260.0,540.9266,DOGEUSDT
708057035,0.08641,12648.0,1564617660,1564617670,2026-06-12 03:33:18.406,False,True,0.08641,12648.0,1092.91368,DOGEUSDT
708057036,0.08641,7819.0,1564617671,1564617673,2026-06-12 03:33:18.409,False,True,0.08641,7819.0,675.6397900000001,DOGEUSDT
708057037,0.08641,78.0,1564617674,1564617679,2026-06-12 03:33:18.420,False,True,0.08641,78.0,6.73998,DOGEUSDT
708057038,0.08642,122.0,1564617680,1564617688,2026-06-12 03:33:18.495,False,True,0.08642,122.0,10.543239999999999,DOGEUSDT
708057039,0.08642,117.0,1564617689,1564617697,2026-06-12 03:33:18.500,False,True,0.08642,117.0,10.111139999999999,DOGEUSDT
708057040,0.08643,352.0,1564617698,1564617710,2026-06-12 03:33:20.257,False,True,0.08643,352.0,30.423360000000002,DOGEUSDT
708057041,0.08643,117.0,1564617711,1564617719,2026-06-12 03:33:20.274,False,True,0.08643,117.0,10.11231,DOGEUSDT
708057042,0.08644,2263.0,1564617720,1564617730,2026-06-12 03:33:20.293,False,True,0.08644,2263.0,195.61372,DOGEUSDT
708057043,0.08644,2605.0,1564617731,1564617731,2026-06-12 03:33:20.293,False,True,0.08644,2605.0,225.1762,DOGEUSDT
708057044,0.08644,22893.0,1564617732,1564617743,2026-06-12 03:33:21.764,False,True,0.08644,22893.0,1978.87092,DOGEUSDT
708057045,0.08644,26.0,1564617744,1564617745,2026-06-12 03:33:21.765,False,True,0.08644,26.0,2.24744,DOGEUSDT
708057046,0.08645,4974.0,1564617746,1564617748,2026-06-12 03:33:21.765,False,True,0.08645,4974.0,430.0023,DOGEUSDT
708057047,0.08645,2000.0,1564617749,1564617749,2026-06-12 03:33:21.765,False,True,0.08645,2000.0,172.9,DOGEUSDT
708057048,0.08644,31363.0,1564617750,1564617754,2026-06-12 03:33:21.768,True,True,0.08644,31363.0,2711.0177200000003,DOGEUSDT
708057049,0.08644,22751.0,1564617755,1564617759,2026-06-12 03:33:21.769,True,True,0.08644,22751.0,1966.59644,DOGEUSDT
708057050,0.08644,20534.0,1564617760,1564617766,2026-06-12 03:33:21.771,True,True,0.08644,20534.0,1774.9589600000002,DOGEUSDT
708057051,0.08644,2217.0,1564617767,1564617767,2026-06-12 03:33:21.772,True,True,0.08644,2217.0,191.63748,DOGEUSDT
708057052,0.08644,10117.0,1564617768,1564617779,2026-06-12 03:33:21.773,True,True,0.08644,10117.0,874.5134800000001,DOGEUSDT
708057053,0.08643,12634.0,1564617780,1564617781,2026-06-12 03:33:21.773,True,True,0.08643,12634.0,1091.9566200000002,DOGEUSDT
708057054,0.08644,22.0,1564617782,1564617782,2026-06-12 03:33:21.918,False,True,0.08644,22.0,1.90168,DOGEUSDT
708057055,0.08644,13787.0,1564617783,1564617792,2026-06-12 03:33:22.792,False,True,0.08644,13787.0,1191.74828,DOGEUSDT
708057056,0.08644,117.0,1564617793,1564617801,2026-06-12 03:33:22.807,False,True,0.08644,117.0,10.113480000000001,DOGEUSDT
708057057,0.08645,680.0,1564617802,1564617813,2026-06-12 03:33:22.893,False,True,0.08645,680.0,58.786,DOGEUSDT
708057058,0.08646,393.0,1564617814,1564617817,2026-06-12 03:33:22.893,False,True,0.08646,393.0,33.97878,DOGEUSDT
708057059,0.08645,204.0,1564617818,1564617828,2026-06-12 03:33:23.375,True,True,0.08645,204.0,17.6358,DOGEUSDT
708057060,0.08644,1190.0,1564617829,1564617830,2026-06-12 03:33:23.434,True,True,0.08644,1190.0,102.8636,DOGEUSDT
708057061,0.08644,996.0,1564617831,1564617831,2026-06-12 03:33:23.655,True,True,0.08644,996.0,86.09424,DOGEUSDT
708057062,0.08644,415.0,1564617832,1564617832,2026-06-12 03:33:23.655,True,True,0.08644,415.0,35.8726,DOGEUSDT
708057063,0.08645,18.0,1564617833,1564617833,2026-06-12 03:33:25.706,False,True,0.08645,18.0,1.5561,DOGEUSDT
708057064,0.08645,925.0,1564617834,1564617834,2026-06-12 03:33:25.707,False,True,0.08645,925.0,79.96625,DOGEUSDT
708057065,0.08645,42817.0,1564617835,1564617850,2026-06-12 03:33:25.708,False,True,0.08645,42817.0,3701.52965,DOGEUSDT
708057066,0.08646,263.0,1564617851,1564617859,2026-06-12 03:33:25.714,False,True,0.08646,263.0,22.738979999999998,DOGEUSDT
708057067,0.08647,1972.0,1564617860,1564617871,2026-06-12 03:33:25.717,False,True,0.08647,1972.0,170.51884,DOGEUSDT
708057068,0.08647,130.0,1564617872,1564617881,2026-06-12 03:33:25.757,False,True,0.08647,130.0,11.241100000000001,DOGEUSDT
708057069,0.08647,3488.0,1564617882,1564617882,2026-06-12 03:33:26.386,True,True,0.08647,3488.0,301.60736,DOGEUSDT
708057070,0.08647,130.0,1564617883,1564617892,2026-06-12 03:33:26.675,True,True,0.08647,130.0,11.241100000000001,DOGEUSDT
708057071,0.08647,130.0,1564617893,1564617902,2026-06-12 03:33:28.050,False,True,0.08647,130.0,11.241100000000001,DOGEUSDT
708057072,0.08647,6796.0,1564617903,1564617912,2026-06-12 03:33:32.302,True,True,0.08647,6796.0,587.65012,DOGEUSDT
708057073,0.08647,184.0,1564617913,1564617922,2026-06-12 03:33:33.800,True,True,0.08647,184.0,15.910480000000002,DOGEUSDT
708057074,0.08647,195.0,1564617923,1564617923,2026-06-12 03:33:34.186,False,True,0.08647,195.0,16.86165,DOGEUSDT
708057075,0.08647,393.0,1564617924,1564617924,2026-06-12 03:33:34.814,False,True,0.08647,393.0,33.982710000000004,DOGEUSDT
708057076,0.08646,213.0,1564617925,1564617931,2026-06-12 03:33:47.489,True,True,0.08646,213.0,18.415979999999998,DOGEUSDT
708057077,0.08647,68.0,1564617932,1564617932,2026-06-12 03:33:49.908,False,True,0.08647,68.0,5.8799600000000005,DOGEUSDT
708057078,0.08647,72.0,1564617933,1564617933,2026-06-12 03:33:50.722,False,True,0.08647,72.0,6.225840000000001,DOGEUSDT
708057079,0.08646,18374.0,1564617934,1564617939,2026-06-12 03:33:53.605,True,True,0.08646,18374.0,1588.6160399999999,DOGEUSDT
708057080,0.08647,578.0,1564617940,1564617940,2026-06-12 03:33:56.512,False,True,0.08647,578.0,49.97966,DOGEUSDT
708057081,0.08647,68216.0,1564617941,1564617960,2026-06-12 03:33:59.065,False,True,0.08647,68216.0,5898.63752,DOGEUSDT
708057082,0.08647,578.0,1564617961,1564617961,2026-06-12 03:34:03.352,False,True,0.08647,578.0,49.97966,DOGEUSDT
708057083,0.08647,1990.0,1564617962,1564617971,2026-06-12 03:34:05.369,False,True,0.08647,1990.0,172.0753,DOGEUSDT
708057084,0.08648,682.0,1564617972,1564617985,2026-06-12 03:34:05.401,False,True,0.08648,682.0,58.97936,DOGEUSDT
708057085,0.08648,3537.0,1564617986,1564617987,2026-06-12 03:34:05.674,True,True,0.08648,3537.0,305.87976000000003,DOGEUSDT
708057086,0.08649,210.0,1564617988,1564617993,2026-06-12 03:34:06.700,False,True,0.08649,210.0,18.1629,DOGEUSDT
708057087,0.08648,123.0,1564617994,1564617999,2026-06-12 03:34:08.625,True,True,0.08648,123.0,10.63704,DOGEUSDT
708057088,0.08648,6962.0,1564618000,1564618009,2026-06-12 03:34:13.275,False,True,0.08648,6962.0,602.07376,DOGEUSDT
708057089,0.08648,3718.0,1564618010,1564618015,2026-06-12 03:34:13.277,False,True,0.08648,3718.0,321.53264,DOGEUSDT
708057090,0.08648,10628.0,1564618016,1564618017,2026-06-12 03:34:13.278,False,True,0.08648,10628.0,919.1094400000001,DOGEUSDT
708057091,0.08648,130.0,1564618018,1564618027,2026-06-12 03:34:13.281,False,True,0.08648,130.0,11.2424,DOGEUSDT
708057092,0.08649,16718.0,1564618028,1564618042,2026-06-12 03:34:13.281,False,True,0.08649,16718.0,1445.93982,DOGEUSDT
708057093,0.0865,25854.0,1564618043,1564618068,2026-06-12 03:34:13.284,False,True,0.0865,25854.0,2236.3709999999996,DOGEUSDT
708057094,0.0865,112.0,1564618069,1564618069,2026-06-12 03:34:13.302,True,True,0.0865,112.0,9.687999999999999,DOGEUSDT
708057095,0.0865,88.0,1564618070,1564618076,2026-06-12 03:34:13.650,True,True,0.0865,88.0,7.611999999999999,DOGEUSDT
708057096,0.08649,1009.0,1564618077,1564618077,2026-06-12 03:34:13.725,True,True,0.08649,1009.0,87.26841,DOGEUSDT
708057097,0.08649,6276.0,1564618078,1564618085,2026-06-12 03:34:13.868,True,True,0.08649,6276.0,542.81124,DOGEUSDT
708057098,0.08649,1395.0,1564618086,1564618088,2026-06-12 03:34:13.881,True,True,0.08649,1395.0,120.65355,DOGEUSDT
708057099,0.08649,2789.0,1564618089,1564618090,2026-06-12 03:34:13.892,True,True,0.08649,2789.0,241.22061,DOGEUSDT
708057100,0.08649,766.0,1564618091,1564618091,2026-06-12 03:34:14.164,True,True,0.08649,766.0,66.25134,DOGEUSDT
708057101,0.08649,69.0,1564618092,1564618092,2026-06-12 03:34:14.202,True,True,0.08649,69.0,5.96781,DOGEUSDT
708057102,0.08649,581.0,1564618093,1564618093,2026-06-12 03:34:14.610,True,True,0.08649,581.0,50.25069,DOGEUSDT
708057103,0.08649,159.0,1564618094,1564618102,2026-06-12 03:34:15.625,True,True,0.08649,159.0,13.751909999999999,DOGEUSDT
708057104,0.08648,800.0,1564618103,1564618103,2026-06-12 03:34:16.076,True,True,0.08648,800.0,69.184,DOGEUSDT
708057105,0.08649,25.0,1564618104,1564618104,2026-06-12 03:34:16.348,False,True,0.08649,25.0,2.16225,DOGEUSDT
708057106,0.08648,2472.0,1564618105,1564618118,2026-06-12 03:34:19.797,True,True,0.08648,2472.0,213.77856,DOGEUSDT
708057107,0.08647,173.0,1564618119,1564618128,2026-06-12 03:34:19.875,True,True,0.08647,173.0,14.95931,DOGEUSDT
708057108,0.08646,15.0,1564618129,1564618130,2026-06-12 03:34:21.091,True,True,0.08646,15.0,1.2969,DOGEUSDT
708057109,0.08646,15.0,1564618131,1564618131,2026-06-12 03:34:21.191,True,True,0.08646,15.0,1.2969,DOGEUSDT
708057110,0.08646,15.0,1564618132,1564618132,2026-06-12 03:34:21.284,True,True,0.08646,15.0,1.2969,DOGEUSDT
708057111,0.08646,15.0,1564618133,1564618133,2026-06-12 03:34:21.386,True,True,0.08646,15.0,1.2969,DOGEUSDT
708057112,0.08646,15.0,1564618134,1564618134,2026-06-12 03:34:21.504,True,True,0.08646,15.0,1.2969,DOGEUSDT
708057113,0.08646,15.0,1564618135,1564618135,2026-06-12 03:34:21.600,True,True,0.08646,15.0,1.2969,DOGEUSDT
708057114,0.08646,15.0,1564618136,1564618136,2026-06-12 03:34:21.698,True,True,0.08646,15.0,1.2969,DOGEUSDT
708057115,0.08646,15.0,1564618137,1564618137,2026-06-12 03:34:21.794,True,True,0.08646,15.0,1.2969,DOGEUSDT
708057116,0.08646,1190.0,1564618138,1564618148,2026-06-12 03:34:24.226,True,True,0.08646,1190.0,102.8874,DOGEUSDT
708057117,0.08646,101.0,1564618149,1564618156,2026-06-12 03:34:24.276,True,True,0.08646,101.0,8.73246,DOGEUSDT
708057118,0.08645,6185.0,1564618157,1564618169,2026-06-12 03:34:27.406,True,True,0.08645,6185.0,534.69325,DOGEUSDT
708057119,0.08644,175.0,1564618170,1564618179,2026-06-12 03:34:27.500,True,True,0.08644,175.0,15.127,DOGEUSDT
708057120,0.08644,667.0,1564618180,1564618180,2026-06-12 03:34:37.187,False,True,0.08644,667.0,57.655480000000004,DOGEUSDT
708057121,0.08644,3375.0,1564618181,1564618181,2026-06-12 03:34:38.195,False,True,0.08644,3375.0,291.735,DOGEUSDT
708057122,0.08644,13929.0,1564618182,1564618199,2026-06-12 03:34:38.195,False,True,0.08644,13929.0,1204.02276,DOGEUSDT
708057123,0.08645,361.0,1564618200,1564618213,2026-06-12 03:34:38.500,False,True,0.08645,361.0,31.20845,DOGEUSDT
708057124,0.08646,115.0,1564618214,1564618216,2026-06-12 03:34:38.573,False,True,0.08646,115.0,9.9429,DOGEUSDT
708057125,0.08646,226.0,1564618217,1564618230,2026-06-12 03:34:38.975,False,True,0.08646,226.0,19.53996,DOGEUSDT
708057126,0.08647,69.0,1564618231,1564618233,2026-06-12 03:34:44.518,False,True,0.08647,69.0,5.966430000000001,DOGEUSDT
708057127,0.08646,415.0,1564618234,1564618234,2026-06-12 03:34:55.466,True,True,0.08646,415.0,35.8809,DOGEUSDT
708057128,0.08646,44381.0,1564618235,1564618240,2026-06-12 03:34:55.670,True,True,0.08646,44381.0,3837.18126,DOGEUSDT
708057129,0.08646,7919.0,1564618241,1564618252,2026-06-12 03:34:57.860,True,True,0.08646,7919.0,684.67674,DOGEUSDT
708057130,0.08646,1190.0,1564618253,1564618258,2026-06-12 03:34:57.880,True,True,0.08646,1190.0,102.8874,DOGEUSDT
708057131,0.08646,3608.0,1564618259,1564618259,2026-06-12 03:35:03.848,True,True,0.08646,3608.0,311.94768,DOGEUSDT
708057132,0.08646,116.0,1564618260,1564618268,2026-06-12 03:35:04.849,True,True,0.08646,116.0,10.029359999999999,DOGEUSDT
708057133,0.08646,199.0,1564618269,1564618281,2026-06-12 03:35:04.851,True,True,0.08646,199.0,17.20554,DOGEUSDT
708057134,0.08646,15.0,1564618282,1564618282,2026-06-12 03:35:05.578,False,True,0.08646,15.0,1.2969,DOGEUSDT
708057135,0.08646,564.0,1564618283,1564618300,2026-06-12 03:35:05.625,False,True,0.08646,564.0,48.763439999999996,DOGEUSDT
708057136,0.08647,238.0,1564618301,1564618315,2026-06-12 03:35:12.375,False,True,0.08647,238.0,20.57986,DOGEUSDT
708057137,0.08648,238.0,1564618316,1564618330,2026-06-12 03:35:12.650,False,True,0.08648,238.0,20.58224,DOGEUSDT
708057138,0.08648,69.0,1564618331,1564618331,2026-06-12 03:35:15.247,True,True,0.08648,69.0,5.96712,DOGEUSDT
708057139,0.08649,76.0,1564618332,1564618333,2026-06-12 03:35:16.207,False,True,0.08649,76.0,6.57324,DOGEUSDT
708057140,0.08649,206.0,1564618334,1564618345,2026-06-12 03:35:18.194,False,True,0.08649,206.0,17.81694,DOGEUSDT
708057141,0.08649,77.0,1564618346,1564618351,2026-06-12 03:35:18.195,False,True,0.08649,77.0,6.65973,DOGEUSDT
708057142,0.0865,224.0,1564618352,1564618364,2026-06-12 03:35:18.262,False,True,0.0865,224.0,19.375999999999998,DOGEUSDT
708057143,0.0865,50.0,1564618365,1564618368,2026-06-12 03:35:18.263,False,True,0.0865,50.0,4.324999999999999,DOGEUSDT
708057144,0.08651,1190.0,1564618369,1564618381,2026-06-12 03:35:18.303,False,True,0.08651,1190.0,102.9469,DOGEUSDT
708057145,0.0865,547.0,1564618382,1564618388,2026-06-12 03:35:21.070,True,True,0.0865,547.0,47.31549999999999,DOGEUSDT
708057146,0.0865,5438.0,1564618389,1564618399,2026-06-12 03:35:21.223,True,True,0.0865,5438.0,470.38699999999994,DOGEUSDT
708057147,0.08649,2493.0,1564618400,1564618415,2026-06-12 03:35:21.233,True,True,0.08649,2493.0,215.61956999999998,DOGEUSDT
708057148,0.08649,5780.0,1564618416,1564618416,2026-06-12 03:35:21.254,False,True,0.08649,5780.0,499.9122,DOGEUSDT
708057149,0.08648,238.0,1564618417,1564618431,2026-06-12 03:35:22.050,True,True,0.08648,238.0,20.58224,DOGEUSDT
708057150,0.08647,767.0,1564618432,1564618447,2026-06-12 03:35:22.250,True,True,0.08647,767.0,66.32249,DOGEUSDT
708057151,0.08646,238.0,1564618448,1564618462,2026-06-12 03:35:29.550,True,True,0.08646,238.0,20.577479999999998,DOGEUSDT
708057152,0.08645,238.0,1564618463,1564618477,2026-06-12 03:35:29.888,True,True,0.08645,238.0,20.5751,DOGEUSDT
708057153,0.08644,238.0,1564618478,1564618492,2026-06-12 03:35:31.876,True,True,0.08644,238.0,20.57272,DOGEUSDT
708057154,0.08643,6748.0,1564618493,1564618493,2026-06-12 03:35:34.021,True,True,0.08643,6748.0,583.22964,DOGEUSDT
708057155,0.08643,6976.0,1564618494,1564618512,2026-06-12 03:35:36.875,True,True,0.08643,6976.0,602.93568,DOGEUSDT
708057156,0.08643,69.0,1564618513,1564618513,2026-06-12 03:35:45.346,False,True,0.08643,69.0,5.9636700000000005,DOGEUSDT
708057157,0.08642,253.0,1564618514,1564618529,2026-06-12 03:35:47.800,True,True,0.08642,253.0,21.864259999999998,DOGEUSDT
708057158,0.08641,12.0,1564618530,1564618530,2026-06-12 03:35:51.973,True,True,0.08641,12.0,1.03692,DOGEUSDT
708057159,0.08641,639.0,1564618531,1564618531,2026-06-12 03:35:56.199,True,True,0.08641,639.0,55.21599,DOGEUSDT
708057160,0.08642,1103.0,1564618532,1564618546,2026-06-12 03:35:59.975,False,True,0.08642,1103.0,95.32126,DOGEUSDT
708057161,0.08642,5788.0,1564618547,1564618547,2026-06-12 03:35:59.994,True,True,0.08642,5788.0,500.19896,DOGEUSDT
708057162,0.08642,166.0,1564618548,1564618560,2026-06-12 03:36:02.300,True,True,0.08642,166.0,14.34572,DOGEUSDT
708057163,0.08641,3473.0,1564618561,1564618561,2026-06-12 03:36:02.313,True,True,0.08641,3473.0,300.10193,DOGEUSDT
708057164,0.08641,217.0,1564618562,1564618573,2026-06-12 03:36:03.642,True,True,0.08641,217.0,18.75097,DOGEUSDT
708057165,0.08642,20.0,1564618574,1564618574,2026-06-12 03:36:06.171,False,True,0.08642,20.0,1.7284,DOGEUSDT
708057166,0.08641,46.0,1564618575,1564618575,2026-06-12 03:36:09.097,True,True,0.08641,46.0,3.97486,DOGEUSDT
708057167,0.08642,32.0,1564618576,1564618576,2026-06-12 03:36:16.149,False,True,0.08642,32.0,2.76544,DOGEUSDT
708057168,0.08641,199.0,1564618577,1564618588,2026-06-12 03:36:17.338,True,True,0.08641,199.0,17.19559,DOGEUSDT
708057169,0.08641,69.0,1564618589,1564618589,2026-06-12 03:36:18.758,False,True,0.08641,69.0,5.96229,DOGEUSDT
708057170,0.0864,700.0,1564618590,1564618605,2026-06-12 03:36:18.925,True,True,0.0864,700.0,60.480000000000004,DOGEUSDT
708057171,0.0864,50.0,1564618606,1564618606,2026-06-12 03:36:23.311,False,True,0.0864,50.0,4.32,DOGEUSDT
708057172,0.08639,147.0,1564618607,1564618607,2026-06-12 03:36:25.536,True,True,0.08639,147.0,12.69933,DOGEUSDT
708057173,0.0864,145.0,1564618608,1564618608,2026-06-12 03:36:25.552,False,True,0.0864,145.0,12.528,DOGEUSDT
708057174,0.08639,8481.0,1564618609,1564618618,2026-06-12 03:36:32.075,True,True,0.08639,8481.0,732.67359,DOGEUSDT
708057175,0.0864,196.0,1564618619,1564618619,2026-06-12 03:36:32.730,False,True,0.0864,196.0,16.9344,DOGEUSDT
708057176,0.0864,5006.0,1564618620,1564618620,2026-06-12 03:36:43.816,False,True,0.0864,5006.0,432.51840000000004,DOGEUSDT
708057177,0.0864,5787.0,1564618621,1564618621,2026-06-12 03:36:44.919,False,True,0.0864,5787.0,499.9968,DOGEUSDT
708057178,0.0864,69.0,1564618622,1564618622,2026-06-12 03:36:49.228,False,True,0.0864,69.0,5.961600000000001,DOGEUSDT
708057179,0.0864,2428.0,1564618623,1564618638,2026-06-12 03:36:56.750,False,True,0.0864,2428.0,209.7792,DOGEUSDT
708057180,0.08641,150.0,1564618639,1564618639,2026-06-12 03:37:00.996,False,True,0.08641,150.0,12.961500000000001,DOGEUSDT
708057181,0.0864,43.0,1564618640,1564618640,2026-06-12 03:37:09.185,True,True,0.0864,43.0,3.7152000000000003,DOGEUSDT
708057182,0.08641,519.0,1564618641,1564618656,2026-06-12 03:37:12.879,False,True,0.08641,519.0,44.84679,DOGEUSDT
708057183,0.08642,540.0,1564618657,1564618673,2026-06-12 03:37:14.450,False,True,0.08642,540.0,46.666799999999995,DOGEUSDT
708057184,0.08642,150.0,1564618674,1564618674,2026-06-12 03:37:14.952,True,True,0.08642,150.0,12.963,DOGEUSDT
708057185,0.08643,416.0,1564618675,1564618690,2026-06-12 03:37:15.425,False,True,0.08643,416.0,35.95488,DOGEUSDT
708057186,0.08643,1445.0,1564618691,1564618691,2026-06-12 03:37:16.035,True,True,0.08643,1445.0,124.89135000000002,DOGEUSDT
708057187,0.08644,371.0,1564618692,1564618693,2026-06-12 03:37:16.459,False,True,0.08644,371.0,32.06924,DOGEUSDT
708057188,0.08644,242.0,1564618694,1564618708,2026-06-12 03:37:17.201,False,True,0.08644,242.0,20.918480000000002,DOGEUSDT
708057189,0.08644,88886.0,1564618709,1564618729,2026-06-12 03:37:17.281,True,True,0.08644,88886.0,7683.30584,DOGEUSDT
708057190,0.08644,3050.0,1564618730,1564618736,2026-06-12 03:37:17.283,True,True,0.08644,3050.0,263.642,DOGEUSDT
708057191,0.08644,69.0,1564618737,1564618738,2026-06-12 03:37:19.497,True,True,0.08644,69.0,5.96436,DOGEUSDT
708057192,0.08644,114.0,1564618739,1564618747,2026-06-12 03:37:19.851,True,True,0.08644,114.0,9.85416,DOGEUSDT
708057193,0.08643,4207.0,1564618748,1564618764,2026-06-12 03:37:20.804,True,True,0.08643,4207.0,363.61101,DOGEUSDT
708057194,0.08643,50.0,1564618765,1564618765,2026-06-12 03:37:23.314,False,True,0.08643,50.0,4.3215,DOGEUSDT
708057195,0.08642,2279.0,1564618766,1564618781,2026-06-12 03:37:24.260,True,True,0.08642,2279.0,196.95118,DOGEUSDT
708057196,0.08642,6246.0,1564618782,1564618795,2026-06-12 03:37:29.290,False,True,0.08642,6246.0,539.77932,DOGEUSDT
708057197,0.08643,225.0,1564618796,1564618809,2026-06-12 03:37:29.375,False,True,0.08643,225.0,19.44675,DOGEUSDT
708057198,0.08644,1163.0,1564618810,1564618825,2026-06-12 03:37:33.675,False,True,0.08644,1163.0,100.52972,DOGEUSDT
708057199,0.08645,12.0,1564618826,1564618826,2026-06-12 03:37:37.198,False,True,0.08645,12.0,1.0373999999999999,DOGEUSDT
708057200,0.08645,12.0,1564618827,1564618827,2026-06-12 03:37:37.420,False,True,0.08645,12.0,1.0373999999999999,DOGEUSDT
708057201,0.08645,12.0,1564618828,1564618828,2026-06-12 03:37:38.194,False,True,0.08645,12.0,1.0373999999999999,DOGEUSDT
708057202,0.08645,12.0,1564618829,1564618829,2026-06-12 03:37:38.528,False,True,0.08645,12.0,1.0373999999999999,DOGEUSDT
708057203,0.08645,12.0,1564618830,1564618830,2026-06-12 03:37:38.824,False,True,0.08645,12.0,1.0373999999999999,DOGEUSDT
708057204,0.08645,12.0,1564618831,1564618831,2026-06-12 03:37:39.290,False,True,0.08645,12.0,1.0373999999999999,DOGEUSDT
708057205,0.08645,12.0,1564618832,1564618832,2026-06-12 03:37:39.553,False,True,0.08645,12.0,1.0373999999999999,DOGEUSDT
708057206,0.08645,12.0,1564618833,1564618833,2026-06-12 03:37:40.441,False,True,0.08645,12.0,1.0373999999999999,DOGEUSDT
708057207,0.08644,511.0,1564618834,1564618842,2026-06-12 03:37:43.718,True,True,0.08644,511.0,44.17084,DOGEUSDT
708057208,0.08644,69.0,1564618843,1564618843,2026-06-12 03:37:49.662,True,True,0.08644,69.0,5.96436,DOGEUSDT
708057209,0.08645,89.0,1564618844,1564618844,2026-06-12 03:37:57.832,False,True,0.08645,89.0,7.69405,DOGEUSDT
708057210,0.08644,8928.0,1564618845,1564618857,2026-06-12 03:38:01.322,True,True,0.08644,8928.0,771.73632,DOGEUSDT
708057211,0.08644,57.0,1564618858,1564618858,2026-06-12 03:38:08.197,False,True,0.08644,57.0,4.92708,DOGEUSDT
708057212,0.08643,21938.0,1564618859,1564618878,2026-06-12 03:38:10.570,True,True,0.08643,21938.0,1896.1013400000002,DOGEUSDT
708057213,0.08642,67265.0,1564618879,1564618903,2026-06-12 03:38:10.570,True,True,0.08642,67265.0,5813.0413,DOGEUSDT
708057214,0.08641,172289.0,1564618904,1564618932,2026-06-12 03:38:10.570,True,True,0.08641,172289.0,14887.49249,DOGEUSDT
708057215,0.0864,12168.0,1564618933,1564618935,2026-06-12 03:38:10.570,True,True,0.0864,12168.0,1051.3152,DOGEUSDT
708057216,0.08641,10944.0,1564618936,1564618936,2026-06-12 03:38:10.572,False,True,0.08641,10944.0,945.6710400000001,DOGEUSDT
708057217,0.08641,218.0,1564618937,1564618953,2026-06-12 03:38:10.706,False,True,0.08641,218.0,18.83738,DOGEUSDT
708057218,0.08641,290.0,1564618954,1564618954,2026-06-12 03:38:11.119,True,True,0.08641,290.0,25.0589,DOGEUSDT
708057219,0.08641,95.0,1564618955,1564618962,2026-06-12 03:38:16.127,True,True,0.08641,95.0,8.20895,DOGEUSDT
708057220,0.08642,25.0,1564618963,1564618963,2026-06-12 03:38:16.949,False,True,0.08642,25.0,2.1605,DOGEUSDT
708057221,0.08641,69.0,1564618964,1564618965,2026-06-12 03:38:17.049,True,True,0.08641,69.0,5.96229,DOGEUSDT
708057222,0.08642,539.0,1564618966,1564618966,2026-06-12 03:38:17.598,False,True,0.08642,539.0,46.58038,DOGEUSDT
708057223,0.08642,69.0,1564618967,1564618967,2026-06-12 03:38:19.631,False,True,0.08642,69.0,5.96298,DOGEUSDT
708057224,0.08642,126.0,1564618968,1564618968,2026-06-12 03:38:21.852,False,True,0.08642,126.0,10.888919999999999,DOGEUSDT
708057225,0.08642,50.0,1564618969,1564618969,2026-06-12 03:38:23.314,False,True,0.08642,50.0,4.321,DOGEUSDT
708057226,0.08641,143.0,1564618970,1564618980,2026-06-12 03:38:26.709,True,True,0.08641,143.0,12.356630000000001,DOGEUSDT
708057227,0.0864,95.0,1564618981,1564618981,2026-06-12 03:38:29.515,True,True,0.0864,95.0,8.208,DOGEUSDT
708057228,0.08641,721.0,1564618982,1564618982,2026-06-12 03:38:32.487,False,True,0.08641,721.0,62.301610000000004,DOGEUSDT
708057229,0.08641,2125.0,1564618983,1564618997,2026-06-12 03:38:40.475,False,True,0.08641,2125.0,183.62125,DOGEUSDT
708057230,0.08642,448.0,1564618998,1564619011,2026-06-12 03:38:40.500,False,True,0.08642,448.0,38.71616,DOGEUSDT
708057231,0.08643,185.0,1564619012,1564619012,2026-06-12 03:38:43.096,False,True,0.08643,185.0,15.989550000000001,DOGEUSDT
708057232,0.08642,10166.0,1564619013,1564619026,2026-06-12 03:38:47.927,True,True,0.08642,10166.0,878.54572,DOGEUSDT
708057233,0.08641,5952.0,1564619027,1564619040,2026-06-12 03:38:55.107,True,True,0.08641,5952.0,514.31232,DOGEUSDT
708057234,0.08641,69.0,1564619041,1564619041,2026-06-12 03:38:55.734,False,True,0.08641,69.0,5.96229,DOGEUSDT
708057235,0.0864,901.0,1564619042,1564619058,2026-06-12 03:39:05.374,True,True,0.0864,901.0,77.8464,DOGEUSDT
708057236,0.08639,12524.0,1564619059,1564619078,2026-06-12 03:39:05.407,True,True,0.08639,12524.0,1081.9483599999999,DOGEUSDT
708057237,0.08638,13417.0,1564619079,1564619087,2026-06-12 03:39:05.407,True,True,0.08638,13417.0,1158.96046,DOGEUSDT
708057238,0.08638,2000.0,1564619088,1564619097,2026-06-12 03:39:14.538,True,True,0.08638,2000.0,172.76,DOGEUSDT
